0	0.733517
20	0.493147
40	0.555528
60	0.475664
80	0.417377
100	0.441506
120	0.496748
140	0.311669
160	0.396638
180	0.357642
200	0.436452
220	0.357318
240	0.421992
260	0.269313
280	0.365325
300	0.364015
320	0.402854
340	0.252656
360	0.38437
380	0.317011
400	0.280805
420	0.375573
440	0.358231
460	0.305834
480	0.359854
500	0.311691
520	0.320826
540	0.290343
560	0.325584
580	0.372579
600	0.253203
620	0.284733
640	0.351809
660	0.342463
680	0.295591
700	0.236102
720	0.304895
740	0.237737
760	0.17609
780	0.251776
800	0.25614
820	0.411037
840	0.435353
860	0.314583
880	0.287207
900	0.246174
920	0.27751
940	0.30073
960	0.309267
980	0.297064
1000	0.318512
1020	0.249096
1040	0.141767
1060	0.231353
1080	0.236475
1100	0.157822
1120	0.208794
1140	0.241021
1160	0.273255
1180	0.289151
1200	0.269689
1220	0.213636
1240	0.282355
1260	0.292069
1280	0.2945
1300	0.249803
1320	0.207718
1340	0.306433
1360	0.280663
1380	0.308119
1400	0.269859
1420	0.241719
1440	0.200727
1460	0.228474
1480	0.287056
1500	0.25956
1520	0.234987
1540	0.303973
1560	0.26998
1580	0.19086
1600	0.2212
1620	0.181756
1640	0.238633
1660	0.234578
1680	0.271011
1700	0.192754
1720	0.205624
1740	0.178536
1760	0.218121
1780	0.209362
1800	0.198102
1820	0.231859
1840	0.193545
1860	0.177333
1880	0.200762
1900	0.218828
1920	0.163363
1940	0.234686
1960	0.175463
1980	0.223167
2000	0.332834
2020	0.241436
2040	0.29715
2060	0.293883
2080	0.186605
2100	0.250887
2120	0.134487
2140	0.203185
2160	0.185992
2180	0.194246
2200	0.172809
2220	0.23356
2240	0.236733
2260	0.126282
2280	0.281207
2300	0.214556
2320	0.196596
2340	0.209563
2360	0.238351
2380	0.172847
2400	0.182806
2420	0.206676
2440	0.250796
2460	0.233066
2480	0.185525
2500	0.209253
2520	0.159738
2540	0.236221
2560	0.198393
2580	0.208203
2600	0.156837
2620	0.248165
2640	0.242836
2660	0.171064
2680	0.201817
2700	0.116503
2720	0.138105
2740	0.202754
2760	0.228005
2780	0.187714
2800	0.204833
2820	0.176924
2840	0.148918
2860	0.144679
2880	0.251134
2900	0.232031
2920	0.198501
2940	0.156362
2960	0.196157
2980	0.309726
3000	0.20606
3020	0.218981
3040	0.249057
3060	0.214191
3080	0.19124
3100	0.170296
3120	0.152795
3140	0.159341
3160	0.188391
3180	0.15633
3200	0.133433
3220	0.145894
3240	0.16438
3260	0.166455
3280	0.140311
3300	0.193911
3320	0.232081
3340	0.16847
3360	0.179769
3380	0.221611
3400	0.130442
3420	0.138479
3440	0.180531
3460	0.167839
3480	0.129367
3500	0.186517
3520	0.150022
3540	0.156497
3560	0.152786
3580	0.140983
3600	0.162625
3620	0.201697
3640	0.182852
3660	0.200552
3680	0.170307
3700	0.177794
3720	0.144275
3740	0.171572
3760	0.161925
3780	0.140758
3800	0.24525
3820	0.157675
3840	0.198132
3860	0.179438
3880	0.141429
3900	0.243561
3920	0.171217
3940	0.144735
3960	0.170501
3980	0.144372
4000	0.179125
4020	0.133578
4040	0.158663
4060	0.156867
4080	0.174567
4100	0.133383
4120	0.199568
4140	0.175005
4160	0.238444
4180	0.110925
4200	0.17624
4220	0.151337
4240	0.13784
4260	0.166869
4280	0.232489
4300	0.175917
4320	0.173426
4340	0.115774
4360	0.153696
4380	0.149824
4400	0.172258
4420	0.171503
4440	0.175119
4460	0.104681
4480	0.0944705
4500	0.106991
4520	0.166247
4540	0.131517
4560	0.140087
4580	0.139757
4600	0.167866
4620	0.102948
4640	0.146224
4660	0.143885
4680	0.180954
4700	0.155967
4720	0.10181
4740	0.138052
4760	0.112004
4780	0.116512
4800	0.116458
4820	0.130978
4840	0.134915
4860	0.144483
4880	0.129773
4900	0.118844
4920	0.111594
4940	0.103861
4960	0.140797
4980	0.130875
5000	0.0931331
5020	0.121973
5040	0.136393
5060	0.117947
5080	0.0822018
5100	0.161683
5120	0.135449
5140	0.144289
5160	0.130683
5180	0.157553
5200	0.13048
5220	0.134515
5240	0.124518
5260	0.135774
5280	0.149665
5300	0.10739
5320	0.179656
5340	0.157234
5360	0.150478
5380	0.0917988
5400	0.138064
5420	0.13252
5440	0.125279
5460	0.141786
5480	0.117061
5500	0.0975618
5520	0.0808908
5540	0.121236
5560	0.124831
5580	0.125274
5600	0.0968677
5620	0.137152
5640	0.0866513
5660	0.109744
5680	0.151985
5700	0.113014
5720	0.121007
5740	0.10519
5760	0.103753
5780	0.135319
5800	0.170825
5820	0.118064
5840	0.220468
5860	0.130203
5880	0.115693
5900	0.10158
5920	0.144591
5940	0.107455
5960	0.143982
5980	0.151601
6000	0.122322
6020	0.12873
6040	0.178335
6060	0.161894
6080	0.180846
6100	0.129745
6120	0.142585
6140	0.102566
6160	0.205536
6180	0.127966
6200	0.0910672
6220	0.0989632
6240	0.0979236
6260	0.132552
6280	0.157909
6300	0.150691
6320	0.112273
6340	0.105414
6360	0.141314
6380	0.143968
6400	0.124856
6420	0.175342
6440	0.148591
6460	0.148769
6480	0.141511
6500	0.106976
6520	0.128718
6540	0.110201
6560	0.162996
6580	0.103264
6600	0.152876
6620	0.155321
6640	0.138563
6660	0.18418
6680	0.141359
6700	0.134397
6720	0.143876
6740	0.144198
6760	0.15515
6780	0.130959
6800	0.0991046
6820	0.14097
6840	0.126482
6860	0.127146
6880	0.165497
6900	0.120418
6920	0.112124
6940	0.167741
6960	0.104784
6980	0.124423
7000	0.144204
7020	0.106898
7040	0.104833
7060	0.110312
7080	0.136923
7100	0.106818
7120	0.0842568
7140	0.0985589
7160	0.106159
7180	0.109267
7200	0.111678
7220	0.108663
7240	0.178706
7260	0.120077
7280	0.10546
7300	0.078845
7320	0.117243
7340	0.134363
7360	0.0860401
7380	0.107861
7400	0.130443
7420	0.080676
7440	0.112788
7460	0.103994
7480	0.0824631
7500	0.100977
7520	0.0996112
7540	0.126967
7560	0.100053
7580	0.0769002
7600	0.0924199
7620	0.0670951
7640	0.107276
7660	0.123915
7680	0.101574
7700	0.0808921
7720	0.0681704
7740	0.121245
7760	0.0876285
7780	0.132276
7800	0.0956291
7820	0.146442
7840	0.118355
7860	0.120578
7880	0.113364
7900	0.123788
7920	0.116109
7940	0.104841
7960	0.120128
7980	0.0926634
8000	0.120611
8020	0.108124
8040	0.0742731
8060	0.0683544
8080	0.0986116
8100	0.0866883
